metric_id,resource_id,timestamp,cpu_utilization_pct,memory_utilization_pct,network_in_mbps,network_out_mbps,disk_utilization_pct,is_idle_flag
met-3114b0d4,res-4f5380106a,2026-03-12T00:00:00Z,56.88,54.26,141.25,196.25,86.69,False
met-bfff9a84,res-4f5380106a,2026-03-09T00:00:00Z,15.52,59.82,326.63,137.26,52.72,False
met-a11ad705,res-4f5380106a,2026-03-06T00:00:00Z,19.52,68.1,239.93,134.24,58.07,False
met-2e8c04eb,res-4f5380106a,2026-03-03T00:00:00Z,57.89,64.8,461.65,256.77,73.64,False
met-bcf20f83,res-4f5380106a,2026-02-28T00:00:00Z,47.16,80.65,364.27,120.16,51.26,False
met-26391e54,res-4f5380106a,2026-02-25T00:00:00Z,89.71,62.2,186.53,144.34,92.82,False
met-e2986887,res-4f5380106a,2026-02-22T00:00:00Z,19.58,26.58,348.44,30.43,56.22,False
met-4aa3b114,res-90e4af06e4,2026-03-21T00:00:00Z,1.67,5.43,3.97,1.89,7.91,True
met-f7c40b97,res-90e4af06e4,2026-03-18T00:00:00Z,2.26,6.01,5.0,0.72,4.65,True
met-608df2bd,res-90e4af06e4,2026-03-15T00:00:00Z,5.58,2.57,4.3,1.01,12.3,True
met-223bbc52,res-90e4af06e4,2026-03-12T00:00:00Z,3.03,2.03,1.13,1.12,7.81,True
met-175b4bfa,res-90e4af06e4,2026-03-09T00:00:00Z,7.95,8.06,3.85,1.54,8.8,True
met-857586fe,res-90e4af06e4,2026-03-06T00:00:00Z,7.22,8.68,4.37,1.21,2.46,True
met-c8dfa3cc,res-90e4af06e4,2026-03-03T00:00:00Z,0.88,9.52,3.99,1.93,11.58,True
met-5ebfa301,res-90e4af06e4,2026-02-28T00:00:00Z,7.81,8.03,3.05,1.72,2.43,True
met-aa765d1d,res-90e4af06e4,2026-02-25T00:00:00Z,4.72,5.57,0.84,0.24,3.88,True
met-45edfd3a,res-90e4af06e4,2026-02-22T00:00:00Z,3.21,7.56,3.54,1.52,7.98,True
met-63959d62,res-c7b5585543,2026-03-21T00:00:00Z,18.89,39.1,411.39,41.28,35.14,False
met-999d06b7,res-c7b5585543,2026-03-18T00:00:00Z,92.27,71.54,13.23,251.27,55.52,False
met-a7d118a3,res-c7b5585543,2026-03-15T00:00:00Z,30.81,23.7,140.35,215.98,51.13,False
met-5691fde5,res-c7b5585543,2026-03-12T00:00:00Z,61.65,29.64,379.07,161.25,79.04,False
met-b2c18466,res-c7b5585543,2026-03-09T00:00:00Z,17.42,44.31,459.83,269.93,91.39,False
met-dd688a89,res-c7b5585543,2026-03-06T00:00:00Z,51.45,64.58,472.43,135.56,77.76,False
met-ec0de8e4,res-c7b5585543,2026-03-03T00:00:00Z,69.59,51.39,44.09,104.8,50.12,False
met-6d15332f,res-c7b5585543,2026-02-28T00:00:00Z,74.51,44.73,202.7,15.94,89.19,False
met-2baab221,res-c7b5585543,2026-02-25T00:00:00Z,18.59,55.96,489.09,294.11,79.93,False
met-213721ca,res-c7b5585543,2026-02-22T00:00:00Z,83.82,87.81,215.46,266.31,72.56,False
met-8f62fa72,res-eca998468c,2026-03-21T00:00:00Z,7.05,7.49,1.57,0.69,12.58,True
met-b9e1a2f6,res-eca998468c,2026-03-18T00:00:00Z,7.25,6.49,0.73,0.81,10.01,True
met-1c497693,res-eca998468c,2026-03-15T00:00:00Z,7.16,6.62,3.09,0.88,5.83,True
met-7a50b3bd,res-eca998468c,2026-03-12T00:00:00Z,6.59,6.84,3.88,1.76,2.18,True
met-f36274be,res-eca998468c,2026-03-09T00:00:00Z,4.53,4.51,3.59,1.76,8.29,True
met-e7691cd3,res-eca998468c,2026-03-06T00:00:00Z,4.56,2.92,2.56,0.62,5.77,True
met-4cafff1e,res-eca998468c,2026-03-03T00:00:00Z,5.27,1.21,4.45,1.08,4.62,True
met-3b8f1306,res-eca998468c,2026-02-28T00:00:00Z,6.74,3.74,2.11,1.01,11.25,True
met-2953b34b,res-eca998468c,2026-02-25T00:00:00Z,6.81,3.34,2.54,0.25,11.59,True
met-11d48cbf,res-eca998468c,2026-02-22T00:00:00Z,7.56,5.04,2.86,0.01,5.75,True
met-a7d7d536,res-7f522b8ab8,2026-03-21T00:00:00Z,72.12,56.53,360.18,281.57,69.91,False
met-4f60ab1e,res-7f522b8ab8,2026-03-18T00:00:00Z,81.0,28.71,156.61,201.74,81.13,False
met-0e617154,res-7f522b8ab8,2026-03-15T00:00:00Z,56.55,21.2,195.06,222.57,27.89,False
met-4417e222,res-7f522b8ab8,2026-03-12T00:00:00Z,51.48,25.4,391.49,139.02,30.99,False
met-bb2b7b16,res-7f522b8ab8,2026-03-09T00:00:00Z,43.31,42.96,55.2,130.34,29.75,False
met-a48b15e7,res-7f522b8ab8,2026-03-06T00:00:00Z,24.33,16.25,341.64,123.81,61.92,False
met-56228fbd,res-7f522b8ab8,2026-03-03T00:00:00Z,75.09,79.76,296.31,192.76,94.74,False
met-e2acd254,res-7f522b8ab8,2026-02-28T00:00:00Z,67.01,85.83,368.54,127.99,32.21,False
met-4f412b01,res-7f522b8ab8,2026-02-25T00:00:00Z,50.52,48.78,234.28,290.57,58.49,False
met-3e39930d,res-7f522b8ab8,2026-02-22T00:00:00Z,52.62,65.56,233.16,14.62,31.76,False
met-23204ca2,res-11af606e21,2026-03-21T00:00:00Z,87.95,19.5,427.64,37.55,47.72,False
met-c30fe16b,res-11af606e21,2026-03-18T00:00:00Z,31.06,51.82,67.69,94.95,48.08,False
met-0657dc65,res-11af606e21,2026-03-15T00:00:00Z,31.46,12.24,80.01,236.22,51.63,False
met-af542f3a,res-11af606e21,2026-03-12T00:00:00Z,89.31,34.41,148.91,59.01,75.47,False
met-d872216d,res-11af606e21,2026-03-09T00:00:00Z,5.19,53.8,43.11,18.18,56.09,False
met-d1fc869e,res-11af606e21,2026-03-06T00:00:00Z,32.87,46.19,175.53,116.31,82.58,False
met-62db139f,res-11af606e21,2026-03-03T00:00:00Z,80.03,20.62,77.88,192.76,77.13,False
met-803e010a,res-11af606e21,2026-02-28T00:00:00Z,65.05,21.92,366.65,31.35,66.86,False
met-cd1f222f,res-11af606e21,2026-02-25T00:00:00Z,61.12,40.98,451.12,105.0,23.44,False
met-d2e43d41,res-11af606e21,2026-02-22T00:00:00Z,65.34,45.45,145.91,31.12,32.42,False
met-705f129e,res-e5abc4f025,2026-03-21T00:00:00Z,5.23,7.94,1.54,1.29,10.01,True
met-feee18a7,res-e5abc4f025,2026-03-18T00:00:00Z,1.14,9.6,2.71,1.52,14.4,True
met-553cb885,res-e5abc4f025,2026-03-15T00:00:00Z,4.41,7.76,2.51,0.04,10.22,True
met-e97f8b99,res-e5abc4f025,2026-03-12T00:00:00Z,4.49,9.66,1.37,0.41,12.62,True
met-114db775,res-e5abc4f025,2026-03-09T00:00:00Z,6.79,6.22,0.42,1.07,5.49,True
met-c6367aed,res-e5abc4f025,2026-03-06T00:00:00Z,4.92,5.42,4.67,0.68,3.53,True
met-7ed49e70,res-e5abc4f025,2026-03-03T00:00:00Z,0.68,5.75,1.91,0.18,14.72,True
met-96a08282,res-e5abc4f025,2026-02-28T00:00:00Z,4.56,3.57,0.91,1.54,3.16,True
met-09df2fa7,res-e5abc4f025,2026-02-25T00:00:00Z,7.64,7.11,0.29,1.92,3.54,True
met-d88f5861,res-e5abc4f025,2026-02-22T00:00:00Z,5.85,3.68,0.49,0.28,13.5,True
met-32e071d2,res-cfafaa182f,2026-03-21T00:00:00Z,89.74,81.96,35.42,75.69,64.78,False
met-cf4a824f,res-cfafaa182f,2026-03-18T00:00:00Z,26.28,50.69,257.17,285.06,40.2,False
met-b62a19e4,res-cfafaa182f,2026-03-15T00:00:00Z,33.65,54.25,42.07,13.53,67.52,False
met-bcb65f7c,res-cfafaa182f,2026-03-12T00:00:00Z,87.24,11.49,281.5,177.92,27.61,False
met-1a1a6d3d,res-cfafaa182f,2026-03-09T00:00:00Z,73.67,62.12,71.53,172.63,53.45,False
met-741450f1,res-cfafaa182f,2026-03-06T00:00:00Z,81.17,50.03,393.61,47.0,60.53,False
met-4e452591,res-cfafaa182f,2026-03-03T00:00:00Z,20.14,29.61,476.78,288.6,61.64,False
met-fad74b98,res-cfafaa182f,2026-02-28T00:00:00Z,8.76,75.01,480.95,188.12,68.98,False
met-07af6aeb,res-cfafaa182f,2026-02-25T00:00:00Z,20.06,14.81,461.69,85.62,38.82,False
met-ff791114,res-cfafaa182f,2026-02-22T00:00:00Z,66.2,89.94,422.79,67.76,83.05,False
met-82d90676,res-39252dca50,2026-03-21T00:00:00Z,2.61,2.45,2.67,0.14,2.26,True
met-2bf03236,res-39252dca50,2026-03-18T00:00:00Z,5.74,8.47,3.63,2.0,13.3,True
met-a1445fba,res-39252dca50,2026-03-15T00:00:00Z,2.08,5.54,4.01,1.77,14.24,True
met-9fcfb6ca,res-39252dca50,2026-03-12T00:00:00Z,5.26,9.82,3.54,0.55,10.27,True
met-f534fc2c,res-39252dca50,2026-03-09T00:00:00Z,2.91,2.9,4.79,0.66,13.8,True
met-2142f20a,res-39252dca50,2026-03-06T00:00:00Z,1.5,9.3,3.04,0.01,1.13,True
met-cf33e6a5,res-39252dca50,2026-03-03T00:00:00Z,1.8,6.0,3.48,0.98,6.5,True
met-71fd8d0f,res-39252dca50,2026-02-28T00:00:00Z,1.11,8.89,3.26,1.08,13.5,True
met-35f0ac95,res-39252dca50,2026-02-25T00:00:00Z,6.62,5.01,0.62,1.94,6.27,True
met-ded6f1b8,res-39252dca50,2026-02-22T00:00:00Z,5.01,4.48,4.2,1.62,14.77,True
met-5f7a4aa8,res-9566dad579,2026-03-21T00:00:00Z,1.44,4.33,0.96,0.02,11.4,True
met-5af463cf,res-9566dad579,2026-03-18T00:00:00Z,6.19,7.12,3.55,0.38,12.43,True
met-589dbee7,res-9566dad579,2026-03-15T00:00:00Z,5.19,8.28,1.11,1.96,14.54,True
met-aa16050d,res-9566dad579,2026-03-12T00:00:00Z,0.78,5.44,3.52,1.21,1.1,True
met-a62ad7b0,res-9566dad579,2026-03-09T00:00:00Z,7.88,6.75,0.55,0.55,8.0,True
met-4288eb6e,res-9566dad579,2026-03-06T00:00:00Z,1.78,2.74,3.69,1.34,9.44,True
met-7460829f,res-9566dad579,2026-03-03T00:00:00Z,1.82,6.29,3.73,0.25,14.07,True
met-8ca2644b,res-9566dad579,2026-02-28T00:00:00Z,6.92,8.93,3.64,0.55,12.87,True
met-b1852bca,res-9566dad579,2026-02-25T00:00:00Z,0.67,9.73,3.39,1.23,10.53,True
met-a494bd64,res-9566dad579,2026-02-22T00:00:00Z,7.12,1.02,2.14,1.35,10.1,True
met-bd4e900f,res-72e9889713,2026-03-21T00:00:00Z,34.07,77.55,209.37,40.91,58.87,False
met-ce338a72,res-72e9889713,2026-03-18T00:00:00Z,49.6,51.38,31.3,217.76,23.52,False
met-0a677f1e,res-72e9889713,2026-03-15T00:00:00Z,87.66,52.59,164.96,120.6,45.1,False
met-539ffde5,res-72e9889713,2026-03-12T00:00:00Z,84.21,74.61,495.23,71.56,71.72,False
met-0d967c9a,res-72e9889713,2026-03-09T00:00:00Z,91.2,83.36,106.47,102.12,24.71,False
met-973ec43a,res-72e9889713,2026-03-06T00:00:00Z,61.28,12.23,221.65,12.09,79.79,False
met-cb27fdc1,res-72e9889713,2026-03-03T00:00:00Z,89.16,77.24,131.11,144.71,91.91,False
met-29230840,res-72e9889713,2026-02-28T00:00:00Z,79.93,75.73,264.64,74.84,25.47,False
met-15ce7c11,res-72e9889713,2026-02-25T00:00:00Z,59.0,45.08,56.88,136.7,29.36,False
met-8e8d7745,res-72e9889713,2026-02-22T00:00:00Z,92.71,83.34,194.92,267.57,72.0,False
met-ab1048da,res-5b767a6834,2026-03-21T00:00:00Z,10.58,74.19,36.85,185.17,52.39,False
met-fef01dc8,res-5b767a6834,2026-03-18T00:00:00Z,14.16,14.46,35.58,255.73,50.13,False
met-fc35dd08,res-5b767a6834,2026-03-15T00:00:00Z,60.56,42.89,433.65,237.31,66.8,False
met-1834c3b7,res-5b767a6834,2026-03-12T00:00:00Z,45.81,47.14,219.77,187.96,27.6,False
met-fc732e95,res-5b767a6834,2026-03-09T00:00:00Z,63.58,64.06,22.73,157.58,64.09,False
met-d46c19b2,res-5b767a6834,2026-03-06T00:00:00Z,14.72,10.98,359.52,179.9,83.06,False
met-5e2ab579,res-5b767a6834,2026-03-03T00:00:00Z,86.39,20.08,259.36,109.84,56.1,False
met-6af65863,res-5b767a6834,2026-02-28T00:00:00Z,60.88,24.87,77.46,18.0,29.58,False
met-84eb5f18,res-5b767a6834,2026-02-25T00:00:00Z,57.61,51.05,329.34,110.53,63.77,False
met-0fc661ed,res-5b767a6834,2026-02-22T00:00:00Z,53.7,21.65,240.07,182.98,41.83,False
met-d90866db,res-fb7a203f55,2026-03-21T00:00:00Z,51.59,62.61,80.85,75.03,81.44,False
met-48670f78,res-fb7a203f55,2026-03-18T00:00:00Z,55.35,14.37,178.47,293.07,68.04,False
met-65825f8d,res-fb7a203f55,2026-03-15T00:00:00Z,23.11,15.47,102.78,145.34,71.89,False
met-2627cd8c,res-fb7a203f55,2026-03-12T00:00:00Z,47.07,65.39,427.48,172.0,45.17,False
met-c9e77a82,res-fb7a203f55,2026-03-09T00:00:00Z,31.97,36.29,61.38,263.45,88.29,False
met-7be2a966,res-fb7a203f55,2026-03-06T00:00:00Z,49.63,83.6,323.0,209.5,54.99,False
met-7de424dc,res-fb7a203f55,2026-03-03T00:00:00Z,24.18,48.46,386.49,245.32,80.55,False
met-5a668ff6,res-fb7a203f55,2026-02-28T00:00:00Z,38.83,42.03,414.78,6.98,20.74,False
met-2362c8c8,res-fb7a203f55,2026-02-25T00:00:00Z,37.21,54.38,79.78,134.92,67.35,False
met-d5f78157,res-fb7a203f55,2026-02-22T00:00:00Z,87.14,38.79,487.9,63.74,41.31,False
met-84c2cda7,res-bccdd80bb0,2026-03-21T00:00:00Z,2.14,3.36,0.87,1.7,4.44,True
met-a334d4d6,res-bccdd80bb0,2026-03-18T00:00:00Z,1.97,2.58,1.31,0.2,12.64,True
met-158e462f,res-bccdd80bb0,2026-03-15T00:00:00Z,1.53,6.89,4.43,0.68,3.94,True
met-101f4100,res-bccdd80bb0,2026-03-12T00:00:00Z,3.92,4.33,1.86,0.34,8.38,True
met-44c71617,res-bccdd80bb0,2026-03-09T00:00:00Z,6.49,6.61,2.17,1.42,2.66,True
met-3ec5c192,res-bccdd80bb0,2026-03-06T00:00:00Z,7.12,2.18,0.95,1.07,10.72,True
met-d5cccd8a,res-bccdd80bb0,2026-03-03T00:00:00Z,2.88,4.87,3.18,1.84,11.68,True
met-d0a4c3f2,res-bccdd80bb0,2026-02-28T00:00:00Z,4.9,8.69,1.47,0.3,4.46,True
met-c95ca65d,res-bccdd80bb0,2026-02-25T00:00:00Z,5.22,3.52,0.63,1.02,9.18,True
met-87371653,res-bccdd80bb0,2026-02-22T00:00:00Z,4.17,7.55,3.92,1.58,9.61,True
met-78915993,res-092eb9085f,2026-03-21T00:00:00Z,3.41,8.94,3.76,0.75,8.26,True
met-09c3c68c,res-092eb9085f,2026-03-18T00:00:00Z,1.84,7.41,2.63,0.97,14.38,True
met-fd5714a4,res-092eb9085f,2026-03-15T00:00:00Z,4.05,6.23,3.19,1.58,10.1,True
met-1fc38b02,res-092eb9085f,2026-03-12T00:00:00Z,2.05,9.05,2.26,0.47,4.06,True
met-39b65b19,res-092eb9085f,2026-03-09T00:00:00Z,3.69,4.39,0.79,1.68,4.56,True
met-d289d0ae,res-092eb9085f,2026-03-06T00:00:00Z,1.14,7.76,1.48,1.04,4.22,True
met-6b31c3be,res-092eb9085f,2026-03-03T00:00:00Z,0.81,5.61,1.68,0.9,7.06,True
met-ae12dd27,res-092eb9085f,2026-02-28T00:00:00Z,3.26,5.48,1.37,0.05,7.18,True
met-1f4fb19e,res-092eb9085f,2026-02-25T00:00:00Z,2.49,1.68,4.51,0.59,8.02,True
met-27ef47cf,res-092eb9085f,2026-02-22T00:00:00Z,4.6,1.7,1.38,0.46,2.66,True
met-c8095835,res-03811a9427,2026-03-21T00:00:00Z,3.2,5.91,1.67,1.35,4.5,True
met-cde6a76c,res-03811a9427,2026-03-18T00:00:00Z,6.09,7.92,4.23,0.38,9.46,True
met-3a1ef6a8,res-03811a9427,2026-03-15T00:00:00Z,1.53,8.69,3.58,1.09,4.66,True
met-e20456a5,res-03811a9427,2026-03-12T00:00:00Z,6.28,3.54,1.73,1.99,14.24,True
met-e7f96974,res-03811a9427,2026-03-09T00:00:00Z,6.66,7.82,0.06,1.31,14.85,True
met-bbe3ecfd,res-03811a9427,2026-03-06T00:00:00Z,7.64,8.79,1.14,1.45,3.94,True
met-7a231d9c,res-03811a9427,2026-03-03T00:00:00Z,2.25,6.28,2.76,0.94,12.4,True
met-6435c376,res-03811a9427,2026-02-28T00:00:00Z,3.05,1.77,4.23,0.86,14.19,True
met-19ff485a,res-03811a9427,2026-02-25T00:00:00Z,3.63,4.95,4.26,0.06,2.95,True
met-3a17cdf2,res-03811a9427,2026-02-22T00:00:00Z,7.05,3.75,3.69,1.0,10.22,True
met-7be983d9,res-bb46227117,2026-03-21T00:00:00Z,3.16,3.03,2.13,1.51,11.68,True
met-965b83a3,res-bb46227117,2026-03-18T00:00:00Z,5.68,3.7,2.93,1.14,1.45,True
met-1892f7a8,res-bb46227117,2026-03-15T00:00:00Z,1.54,9.8,4.97,1.14,12.19,True
met-74cf72b8,res-bb46227117,2026-03-12T00:00:00Z,7.35,6.16,1.95,0.76,14.28,True
met-f139c636,res-bb46227117,2026-03-09T00:00:00Z,0.98,4.48,2.37,0.66,14.47,True
met-ae3dc9c8,res-bb46227117,2026-03-06T00:00:00Z,5.29,3.74,0.86,1.35,3.49,True
met-86e99afe,res-bb46227117,2026-03-03T00:00:00Z,6.7,6.43,0.13,0.4,13.76,True
met-47319b09,res-bb46227117,2026-02-28T00:00:00Z,3.39,2.85,1.46,1.05,7.37,True
met-c460c994,res-bb46227117,2026-02-25T00:00:00Z,3.26,1.1,1.63,1.82,6.48,True
met-22023e64,res-bb46227117,2026-02-22T00:00:00Z,7.92,2.16,2.09,1.49,6.45,True
met-974e88a0,res-b25f8e4578,2026-03-21T00:00:00Z,7.28,2.86,4.35,0.62,12.45,True
met-310b188b,res-b25f8e4578,2026-03-18T00:00:00Z,5.49,2.43,2.88,0.62,3.84,True
met-3ce8ddf0,res-b25f8e4578,2026-03-15T00:00:00Z,5.88,5.13,1.01,1.98,7.24,True
met-2f694882,res-b25f8e4578,2026-03-12T00:00:00Z,6.68,6.44,1.23,0.66,8.97,True
met-d6599a88,res-b25f8e4578,2026-03-09T00:00:00Z,4.18,5.16,0.2,0.18,10.05,True
met-21755e3a,res-b25f8e4578,2026-03-06T00:00:00Z,7.39,4.12,4.21,1.58,6.48,True
met-c486e812,res-b25f8e4578,2026-03-03T00:00:00Z,6.68,8.65,2.08,0.36,9.65,True
met-c02f6daf,res-b25f8e4578,2026-02-28T00:00:00Z,3.74,4.46,3.3,1.4,2.34,True
met-02e2632d,res-b25f8e4578,2026-02-25T00:00:00Z,5.74,1.39,4.43,0.32,13.36,True
met-c47095ef,res-b25f8e4578,2026-02-22T00:00:00Z,4.53,7.0,0.33,1.45,13.63,True
met-2abc80d3,res-054f04e722,2026-03-21T00:00:00Z,42.02,70.95,69.4,113.78,76.65,False
met-0ba2ae6c,res-054f04e722,2026-03-18T00:00:00Z,50.4,72.36,210.95,53.63,35.55,False
met-cc0f44ff,res-054f04e722,2026-03-15T00:00:00Z,9.02,12.14,323.04,204.31,54.64,True
met-8645cf65,res-054f04e722,2026-03-12T00:00:00Z,35.93,41.95,105.26,16.14,38.8,False
met-6b6b20d9,res-054f04e722,2026-03-09T00:00:00Z,68.82,20.92,338.44,141.95,54.6,False
met-7286ea7b,res-054f04e722,2026-03-06T00:00:00Z,12.43,62.56,359.65,134.13,55.31,False
met-a502db0d,res-054f04e722,2026-03-03T00:00:00Z,30.12,22.91,420.86,184.06,33.29,False
met-2e4a3dbe,res-054f04e722,2026-02-28T00:00:00Z,16.17,69.32,92.54,203.06,20.84,False
met-2492044a,res-054f04e722,2026-02-25T00:00:00Z,29.59,45.25,97.19,215.75,86.95,False
met-efb3e219,res-054f04e722,2026-02-22T00:00:00Z,52.91,45.36,33.4,192.26,59.22,False
met-fc394846,res-4476523a00,2026-03-21T00:00:00Z,64.4,18.22,348.27,135.98,64.87,False
met-d717e46b,res-4476523a00,2026-03-18T00:00:00Z,9.38,40.19,108.85,78.66,88.16,False
met-8c1471e3,res-4476523a00,2026-03-15T00:00:00Z,23.0,11.28,23.69,9.3,81.54,False
met-c77df624,res-4476523a00,2026-03-12T00:00:00Z,66.2,15.05,479.79,33.5,82.65,False
met-ad038251,res-4476523a00,2026-03-09T00:00:00Z,64.77,67.92,31.57,156.19,81.17,False
met-01c15db7,res-4476523a00,2026-03-06T00:00:00Z,34.04,60.14,316.09,280.63,49.63,False
met-982bcafc,res-4476523a00,2026-03-03T00:00:00Z,43.51,28.59,61.88,100.39,21.12,False
met-5fe8c9fe,res-4476523a00,2026-02-28T00:00:00Z,63.86,10.96,114.26,69.93,69.35,False
met-d17b8e58,res-4476523a00,2026-02-25T00:00:00Z,30.06,59.91,31.53,266.21,50.83,False
met-4e031d47,res-4476523a00,2026-02-22T00:00:00Z,74.08,49.97,495.33,215.2,79.34,False
met-1d211f5d,res-e504f66772,2026-03-21T00:00:00Z,7.42,6.12,1.26,0.19,5.54,True
met-76688caa,res-e504f66772,2026-03-18T00:00:00Z,5.23,4.5,4.62,1.54,2.86,True
met-312145ad,res-e504f66772,2026-03-15T00:00:00Z,1.81,7.86,3.44,1.96,10.33,True
met-c1f22629,res-e504f66772,2026-03-12T00:00:00Z,1.01,1.16,4.56,0.9,8.15,True
met-9b8d8caf,res-e504f66772,2026-03-09T00:00:00Z,6.06,5.53,3.52,0.03,1.3,True
met-c0437baa,res-e504f66772,2026-03-06T00:00:00Z,6.19,2.12,1.18,0.86,4.41,True
met-574c9e8f,res-e504f66772,2026-03-03T00:00:00Z,1.1,2.24,2.49,0.4,6.26,True
met-2b381ed2,res-e504f66772,2026-02-28T00:00:00Z,5.32,3.14,3.63,1.98,7.21,True
met-4c3c915c,res-e504f66772,2026-02-25T00:00:00Z,7.08,2.21,1.59,1.57,1.55,True
met-3cf00675,res-e504f66772,2026-02-22T00:00:00Z,6.44,4.73,4.06,1.5,4.21,True
met-cf32aca7,res-19d97e4ddf,2026-03-21T00:00:00Z,6.0,4.08,1.03,0.11,13.85,True
met-92d02d26,res-19d97e4ddf,2026-03-18T00:00:00Z,7.91,8.21,3.48,0.44,13.22,True
met-08af0f7a,res-19d97e4ddf,2026-03-15T00:00:00Z,4.41,2.65,3.15,0.13,7.88,True
met-5b0db20e,res-19d97e4ddf,2026-03-12T00:00:00Z,7.65,1.47,4.96,1.88,2.76,True
met-ded59662,res-19d97e4ddf,2026-03-09T00:00:00Z,1.8,5.94,3.98,0.41,8.1,True
met-78af8f41,res-19d97e4ddf,2026-03-06T00:00:00Z,3.7,5.2,0.82,0.4,6.94,True
met-f8b435f9,res-19d97e4ddf,2026-03-03T00:00:00Z,5.04,3.73,2.88,1.94,3.82,True
met-40f0df7d,res-19d97e4ddf,2026-02-28T00:00:00Z,6.97,5.33,4.76,0.72,6.29,True
met-1306d139,res-19d97e4ddf,2026-02-25T00:00:00Z,4.03,4.8,3.05,0.87,3.18,True
met-ab413a2a,res-19d97e4ddf,2026-02-22T00:00:00Z,7.65,5.34,3.81,0.85,2.17,True
met-25d5b3e9,res-b9d562a6bb,2026-03-21T00:00:00Z,32.02,52.98,280.9,56.83,48.53,False
met-d7cc9c8a,res-b9d562a6bb,2026-03-18T00:00:00Z,32.53,32.66,285.45,146.85,44.99,False
met-e6994a64,res-b9d562a6bb,2026-03-15T00:00:00Z,69.34,25.66,458.9,6.23,84.62,False
met-0070e4be,res-b9d562a6bb,2026-03-12T00:00:00Z,70.73,39.94,208.23,127.67,49.6,False
met-4a602f7e,res-b9d562a6bb,2026-03-09T00:00:00Z,71.8,40.72,160.83,296.32,25.34,False
met-b8055bbc,res-b9d562a6bb,2026-03-06T00:00:00Z,84.65,89.4,70.99,279.98,32.18,False
met-4bfd3ef7,res-b9d562a6bb,2026-03-03T00:00:00Z,73.67,86.57,387.92,226.72,46.14,False
met-d5a62780,res-b9d562a6bb,2026-02-28T00:00:00Z,68.82,60.8,190.41,22.02,48.9,False
met-6c2bb6f9,res-b9d562a6bb,2026-02-25T00:00:00Z,43.16,29.74,244.09,276.83,47.11,False
met-a1405086,res-b9d562a6bb,2026-02-22T00:00:00Z,68.59,12.26,336.18,48.63,65.41,False
met-fae4e972,res-def54f3457,2026-03-21T00:00:00Z,18.26,29.79,293.39,200.47,32.11,False
met-26d46677,res-def54f3457,2026-03-18T00:00:00Z,15.51,17.38,358.69,118.38,72.96,False
met-92d9b91d,res-def54f3457,2026-03-15T00:00:00Z,92.67,16.43,455.88,263.42,32.44,False
met-40f723fd,res-def54f3457,2026-03-12T00:00:00Z,43.42,65.35,255.32,162.29,86.5,False
met-1f63d0c1,res-def54f3457,2026-03-09T00:00:00Z,57.75,68.71,378.71,277.67,85.21,False
met-a13ee159,res-def54f3457,2026-03-06T00:00:00Z,14.83,55.81,400.79,245.2,40.18,False
met-1d2f5c3b,res-def54f3457,2026-03-03T00:00:00Z,23.86,69.86,352.51,6.89,32.63,False
met-de02d63e,res-def54f3457,2026-02-28T00:00:00Z,49.26,17.75,389.13,128.26,51.26,False
met-9f2db596,res-def54f3457,2026-02-25T00:00:00Z,30.95,44.48,96.44,59.99,30.07,False
met-7a4f63bc,res-def54f3457,2026-02-22T00:00:00Z,48.78,50.21,64.02,172.29,35.94,False
met-2a470790,res-49ac50f94d,2026-03-21T00:00:00Z,2.01,7.75,4.05,0.38,14.76,True
met-12b89a6d,res-49ac50f94d,2026-03-18T00:00:00Z,7.04,4.97,4.56,0.22,9.91,True
met-1dde0ef7,res-49ac50f94d,2026-03-15T00:00:00Z,1.1,1.77,0.62,0.13,1.42,True
met-801427b9,res-49ac50f94d,2026-03-12T00:00:00Z,2.26,5.37,3.8,0.02,4.73,True
met-1cfab780,res-49ac50f94d,2026-03-09T00:00:00Z,7.66,6.99,3.95,0.08,3.95,True
met-467eae2d,res-49ac50f94d,2026-03-06T00:00:00Z,6.44,4.38,2.6,1.92,4.72,True
met-6af3ac10,res-49ac50f94d,2026-03-03T00:00:00Z,4.14,7.81,3.02,0.67,10.55,True
met-d20959b4,res-49ac50f94d,2026-02-28T00:00:00Z,3.07,3.84,1.2,0.72,6.58,True
met-73292c9f,res-49ac50f94d,2026-02-25T00:00:00Z,5.08,9.78,4.37,1.61,1.04,True
met-a05d4488,res-49ac50f94d,2026-02-22T00:00:00Z,7.03,4.62,4.18,1.85,1.36,True
met-49c7c1a9,res-bc43a43632,2026-03-21T00:00:00Z,4.48,9.56,3.76,0.5,7.33,True
met-f1353e85,res-bc43a43632,2026-03-18T00:00:00Z,5.65,8.83,2.57,1.32,1.04,True
met-98fc2fb6,res-bc43a43632,2026-03-15T00:00:00Z,5.29,9.48,1.61,1.27,13.23,True
met-cb4d560e,res-bc43a43632,2026-03-12T00:00:00Z,7.77,7.62,3.39,0.47,7.78,True
met-564312bb,res-bc43a43632,2026-03-09T00:00:00Z,6.04,8.15,1.74,1.88,14.18,True
met-473a1240,res-bc43a43632,2026-03-06T00:00:00Z,4.07,6.93,3.5,0.2,6.39,True
met-248d7397,res-bc43a43632,2026-03-03T00:00:00Z,5.05,7.41,4.35,1.75,11.99,True
met-0847917c,res-bc43a43632,2026-02-28T00:00:00Z,5.87,1.29,2.49,0.17,12.65,True
